Prof, Course, Course Number, Average, Term
GOLDBERG E,ENGL,244,3.775,s2020
SCHNUR K,ENGL,244,3.754545455,s2020
ORCHARD W,ENGL,244,3.636842105,s2020
CHU S,ENGL,244,4.0,s2021
MAK C,ENGL,244,4.0,s2021
WEINGARTEN K,ENGL,244,3.58,s2021
CASSVAN J,ENGL,244,3.357142857,s2021
SEDARAT R,ENGL,244,3.207407407,s2021
CHU S,ENGL,244,4.0,s2022
HEBERT P,ENGL,244,3.665,s2022
KRUGER S,ENGL,244,3.491,s2022
SEDARAT R,ENGL,244,3.361,s2022
ALRYYES A,ENGL,244,3.08,s2022
CHU S,ENGL,244,4.0,s2023
SEDARAT R,ENGL,244,3.748,s2023
ALRYYES A,ENGL,244,3.314,s2023
GARDAPHE F,ENGL,285,2.825,f2017
SARGENT M,ENGL,290,3.273333333,f2017
WEINGARTEN K,ENGL,2993,4.0,f2023
TOUGAW J,ENGL,2993,4.0,s2022
WEIR J,ENGL,301W,4,f2017
WEIR J,ENGL,301W,4.0,f2018
WEIR J,ENGL,301W,4,f2019
MENGISTE M,ENGL,301W,3.947368421,f2020
DENNIS-BENN N,ENGL,301W,3.8,f2021
KIM C,ENGL,301W,3.333,f2022
WEIR J,ENGL,301W,4.0,f2023
WEIR J,ENGL,301W,4.0,s2018
WEIR J,ENGL,301W,4,s2019
WEIR J,ENGL,301W,4,s2020
WEIR J,ENGL,301W,4.0,s2021
DENNIS-BENN N,ENGL,301W,3.462,s2022
KIM C,ENGL,301W,4.0,s2023
SCHOTTER R,ENGL,302,3.692307692,f2017
MILLER H,ENGL,302,3.733333333,f2019
MILLER H,ENGL,302,3.408333333,f2020
MILLER H,ENGL,302,3.309,f2023
MILLER H,ENGL,302,2.909090909,s2019
TOUGAW J,ENGL,303W,3.588235294,f2018
HOPPER B,ENGL,303W,3.944444444,f2019
TOUGAW J,ENGL,303W,3.723,f2021
TOUGAW J,ENGL,303W,3.5,f2022
DOMBEK K,ENGL,303W,3.7,s2018
HOPPER B,ENGL,303W,3.827272727,s2019
NEUFELD J,ENGL,303W,3.190909091,s2020
TOUGAW J,ENGL,303W,3.472222222,s2021
HOPPER B,ENGL,303W,3.936,s2022
HOPPER B,ENGL,303W,3.944,s2023
SEDARAT R,ENGL,304,3.5,f2017
SEDARAT R,ENGL,304,3.625,f2018
HAHN K,ENGL,304,3.975,f2019
HAHN K,ENGL,304,3.941176471,f2020
BLACK R,ENGL,304,3.52,f2021
SEDARAT R,ENGL,304,4.0,f2022
BLACK R,ENGL,304,3.869,f2023
HAHN K,ENGL,304,3.958823529,s2018
BLACK R,ENGL,304,3.11875,s2018
BLACK R,ENGL,304,3.65,s2019
COOLEY N,ENGL,304,3.2625,s2019
SEDARAT R,ENGL,304,4,s2020
BLACK R,ENGL,304,3.810526316,s2020
SEDARAT R,ENGL,304,3.958823529,s2021
HAHN K,ENGL,304,3.8,s2023
WEINGARTEN K,ENGL,305,3.333,f2023
WEIR J,ENGL,305,4.0,s2018
WEIR J,ENGL,305,4,s2020
HAHN K,ENGL,306,3.65,f2018
MORELAND W,ENGL,307,3,s2020
SIRLIN R,ENGL,308,3.192307692,f2019
GRIER M,ENGL,308,2.827272727,s2019
SIRLIN R,ENGL,308,3.337931034,s2021
SARGENT M,ENGL,311,2.872,f2023
HOLCHAK P,ENGL,312,3.525,f2017
SARGENT M,ENGL,312,3.223529412,f2019
KRUGER S,ENGL,312,3.3,f2022
ALBERGHINI J,ENGL,312,3.442857143,s2021
SARGENT M,ENGL,313,2.633333333,f2018
CURRIE E,ENGL,313,3.54,f2020
KRUGER S,ENGL,313,3.704,s2022
CHU S,ENGL,314,4,f2020
SCHANOES V,ENGL,314,2.965,f2021
CHU S,ENGL,314,4.0,f2022
FERGUSON K,ENGL,315,3.91,f2023
MAK C,ENGL,317,3.023529412,s2019
MAK C,ENGL,317,3.589,s2022
GARDAPHE F,ENGL,318,3.1875,f2019
MAK C,ENGL,318,3.504,f2022
FISK G,ENGL,319,3.6,f2019
PASLAWSKI M,ENGL,319,3.452,f2021
MCCOY R,ENGL,320,3.24137931,s2019
KEMP S,ENGL,320,3.128,s2023
WALKDEN A,ENGL,321,3.912,s2020
ALRYYES A,ENGL,322,3.006896552,s2019
ALRYYES A,ENGL,322,3.059,s2023
DRURY A,ENGL,324,3.439,f2022
DRURY A,ENGL,324,2.888888889,s2018
DRURY A,ENGL,324,3.610344828,s2021
ENGLISH H,ENGL,325,3.890909091,f2018
WEINGARTEN K,ENGL,325,3.890909091,f2018
WEIR J,ENGL,325,4.0,f2023
PASLAWSKI M,ENGL,325,3.57037037,s2021
WEEKES O,ENGL,325,3.586,s2023
HINTZ C,ENGL,326,3.594,f2023
SCHNUR K,ENGL,326,3.195454545,s2018
SCHANOES V,ENGL,326,4,s2020
WEINGARTEN K,ENGL,326,3.581481481,s2021
SIRLIN R,ENGL,326,3.21,s2022
SILYN ROBERTS S,ENGL,327,3.696296296,f2020
SILYN ROBERTS S,ENGL,327,3.655,s2022
SCHANOES V,ENGL,328,3.385185185,f2020
SCHANOES V,ENGL,328,2.952,f2023
SCHANOES V,ENGL,328,2.395238095,s2018
SCHANOES V,ENGL,328,2.672727273,s2019
SCHANOES V,ENGL,328,3.285,s2022
HINTZ C,ENGL,328,3.507,s2023
HINTZ C,ENGL,329,3.323333333,f2019
HINTZ C,ENGL,329,3.357,f2022
HINTZ C,ENGL,329,3.714285714,s2021
SARACENI M,ENGL,331,3.0875,f2017
KRUGER S,ENGL,331,3.552,f2021
SARACENI M,ENGL,331,3.489285714,s2019
KRUGER S,ENGL,331,3.565,s2023
MCCOY R,ENGL,332,3.275,f2018
MCCOY R,ENGL,332,3.404347826,f2019
KEMP S,ENGL,332,3.453,f2022
BOWEN B,ENGL,332,3.3,f2023
WALKDEN A,ENGL,332,3.489655172,s2018
GRIER M,ENGL,332,3.186956522,s2020
GRIER M,ENGL,332,3.287,s2022
MCCOY R,ENGL,333,3.248,s2019
GRIER M,ENGL,333,2.265,s2021
WALKDEN A,ENGL,334,3.143333333,f2018
HOLCHAK P,ENGL,340,3.414285714,f2020
SARGENT M,ENGL,340,3.180769231,s2020
ALRYYES A,ENGL,341,3.066666667,f2017
ALRYYES A,ENGL,341,3.160869565,f2019
ALRYYES A,ENGL,341,2.985,f2021
ALRYYES A,ENGL,344,2.858333333,f2018
ALRYYES A,ENGL,344,3.168181818,f2020
ALRYYES A,ENGL,344,2.975,s2018
MAK C,ENGL,346,2.583333333,f2017
MAK C,ENGL,346,3.625,f2018
MORELAND W,ENGL,346,2.875,s2021
GRIER M,ENGL,348,2.513333333,f2018
GRIER M,ENGL,348,3.123529412,f2020
FAHERTY D,ENGL,348,3.652,f2021
FAHERTY D,ENGL,348,3.4,f2022
GRIER M,ENGL,348,3.144444444,s2020
CARR R,ENGL,349,3.278571429,f2017
CARR R,ENGL,349,3.644827586,s2019
SILYN ROBERTS S,ENGL,350,3.353333333,f2017
SILYN ROBERTS S,ENGL,350,3.223076923,f2019
FAHERTY D,ENGL,350,3.675,f2020
SILYN ROBERTS S,ENGL,350,3.364285714,s2019
SCHNUR K,ENGL,351,3.008695652,f2017
SEDARAT R,ENGL,351,3.392,f2018
HEBERT P,ENGL,351,2.762962963,f2018
SEDARAT R,ENGL,351,3.324137931,f2019
SEDARAT R,ENGL,351,3.367,f2021
SOLAN Y,ENGL,351,3.213333333,s2018
HEBERT P,ENGL,351,3.692307692,s2020
FAHERTY D,ENGL,351,3.544,s2023
ENGLISH H,ENGL,352,2.807142857,f2019
SEDARAT R,ENGL,352,3.534482759,s2021
SEDARAT R,ENGL,352,3.126,s2022
TYTELL J,ENGL,353,3.047619048,f2017
TYTELL J,ENGL,353,3.37,f2018
MORELAND W,ENGL,354,2.911538462,f2018
MORELAND W,ENGL,354,2.919230769,f2019
MORELAND W,ENGL,354,2.982142857,s2018
MORELAND W,ENGL,354,3.069230769,s2020
MORELAND W,ENGL,355,3.088888889,f2017
GRIER M,ENGL,355,2.633333333,f2019
MORELAND W,ENGL,355,2.842857143,f2020
GRIER M,ENGL,355,3.056,f2021
WEEKES O,ENGL,355,3.444,f2022
MORELAND W,ENGL,355,3.509,f2023
MENGISTE M,ENGL,355,3.4375,s2019
MOORE C,ENGL,355,3.544,s2023
ORCHARD W,ENGL,356,3.433,s2022
ORCHARD W,ENGL,360,3.163,f2021
ORCHARD W,ENGL,360,3.538,f2023
ORCHARD W,ENGL,360,3.703703704,s2019
ORCHARD W,ENGL,360,3.735714286,s2020
TORRES A,ENGL,360,3.760714286,s2021
PEREZ V,ENGL,360,3.0,s2022
SEDARAT R,ENGL,363,2.892592593,f2017
FISK G,ENGL,363,3.57,f2022
SCHWARTZ S,ENGL,363,3.528,s2020
MENGISTE M,ENGL,364,3.07826087,f2018
CASSVAN J,ENGL,365,3.533333333,s2018
CASSVAN J,ENGL,365,3.433333333,s2021
CASSVAN J,ENGL,365,3.524,s2023
CASSVAN J,ENGL,366,3.228571429,f2019
CASSVAN J,ENGL,366,3.44,s2022
CASSVAN J,ENGL,367,3.59047619,f2018
CASSVAN J,ENGL,367,3.392,f2021
CASSVAN J,ENGL,367,3.736,f2023
CASSVAN J,ENGL,368W,3.564285714,f2017
CASSVAN J,ENGL,368W,3.711111111,f2020
CASSVAN J,ENGL,368W,3.65,f2022
HONG C,ENGL,369,3.907692308,f2020
HONG C,ENGL,369,3.817,f2021
CHU S,ENGL,369,4.0,f2023
HONG C,ENGL,369,3.765517241,s2018
CHU S,ENGL,369,3.838709677,s2019
HONG C,ENGL,369,3.3,s2023
MILLER H,ENGL,371,2.835,f2018
SIRLIN R,ENGL,371,3.485714286,s2019
SIRLIN R,ENGL,371,3.194444444,s2020
MILLER H,ENGL,371,3.384,s2023
MENGISTE M,ENGL,372,3.611538462,s2021
NDUKA U,ENGL,372,3.4,s2023
COOLEY N,ENGL,374,3.838095238,s2020
COOLEY N,ENGL,374,3.293,s2022
MAK C,ENGL,376,3.473333333,s2018
KHAN A,ENGL,377,3.092307692,s2018
DEB B,ENGL,377,4,s2020
DEB B,ENGL,377,3.272727273,s2021
LEGER N,ENGL,378,3.340909091,f2018
CHU S,ENGL,379,3.72,f2019
CHU S,ENGL,379,3.977,f2021
SCHECHTER H,ENGL,389,2.944444444,f2017
GARDAPHE F,ENGL,390,3.342857143,s2019
RICHTER D,ENGL,391W,3.013333333,f2017
SCHAFFER T,ENGL,391W,3.233333333,f2017
BROWN I,ENGL,391W,3.264285714,f2017
ORCHARD W,ENGL,391W,3.607142857,f2018
SILYN ROBERTS S,ENGL,391W,3.45,f2018
SCHANOES V,ENGL,391W,3.1625,f2018
MILLER H,ENGL,391W,2.908333333,f2018
ALVAREZ S,ENGL,391W,3.841666667,f2019
FISK G,ENGL,391W,3.284615385,f2019
SCHAFFER T,ENGL,391W,2.88125,f2019
MAK C,ENGL,391W,4,f2020
COOLEY N,ENGL,391W,3.835714286,f2020
TOUGAW J,ENGL,391W,3.693333333,f2020
SEDARAT R,ENGL,391W,3.526666667,f2020
PEREZ V,ENGL,391W,3.94,f2021
CHU S,ENGL,391W,3.918,f2021
MILLER H,ENGL,391W,3.591,f2021
ORCHARD W,ENGL,391W,2.892,f2021
MAK C,ENGL,391W,3.725,f2022
MOORE C,ENGL,391W,3.557,f2022
SCHAFFER T,ENGL,391W,3.52,f2022
HINTZ C,ENGL,391W,3.688,f2023
MAROTTA R,ENGL,391W,3.682,f2023
MAK C,ENGL,391W,3.6,f2023
SARACENI M,ENGL,391W,3.122222222,s2018
LEGER N,ENGL,391W,3.093333333,s2018
MAK C,ENGL,391W,3.56,s2018
SILYN ROBERTS S,ENGL,391W,2.933333333,s2018
TOUGAW J,ENGL,391W,3.513333333,s2018
CHU S,ENGL,391W,3.821052632,s2019
FERGUSON K,ENGL,391W,3.411111111,s2019
LEGER N,ENGL,391W,3.333333333,s2019
ALRYYES A,ENGL,391W,3.106666667,s2019
SARACENI M,ENGL,391W,3.1,s2019
HINTZ C,ENGL,391W,4,s2020
SCHANOES V,ENGL,391W,4,s2020
DRURY A,ENGL,391W,3.828571429,s2020
GARDAPHE F,ENGL,391W,3.545454545,s2020
HINTZ C,ENGL,391W,3.5625,s2021
SCHANOES V,ENGL,391W,3.49375,s2021
CASSVAN J,ENGL,391W,3.344444444,s2021
GARDAPHE F,ENGL,391W,3.252941176,s2021
HONG C,ENGL,391W,3.667,s2022
WEINGARTEN K,ENGL,391W,3.631,s2022
SCHANOES V,ENGL,391W,3.5,s2022
ALRYYES A,ENGL,391W,3.043,s2022
CHU S,ENGL,391W,4.0,s2023
FISK G,ENGL,391W,4.0,s2023
KRUGER S,ENGL,391W,3.675,s2023
KEMP S,ENGL,391W,3.415,s2023
TOUGAW J,ENGL,392,3.547,s2023
ORCHARD W,ENGL,399W,3.846666667,f2017
FISK G,ENGL,399W,3.763636364,f2018
HONG C,ENGL,399W,3.95,f2019
HINTZ C,ENGL,399W,4.0,f2021
ORCHARD W,ENGL,399W,3.946,f2022
GRIER M,ENGL,399W,3.138,f2023
FISK G,ENGL,399W,4,s2019
HONG C,ENGL,399W,4,s2020
HINTZ C,ENGL,399W,4.0,s2022
KRUGER S,ENGL,636,3.78,f2017
CASSVAN J,ENGL,636,3.725,f2018
KRUGER S,ENGL,636,3.805555556,f2019
CASSVAN J,ENGL,636,3.935714286,f2020
CASSVAN J,ENGL,636,3.931,f2021
CASSVAN J,ENGL,636,3.5,f2022
KRUGER S,ENGL,636,4.0,f2023
FERGUSON K,ENGL,636,3.518181818,s2018
CHU S,ENGL,636,4,s2019
CHU S,ENGL,636,4,s2020
CHU S,ENGL,636,4.0,s2021
CHU S,ENGL,636,4.0,s2022
FERGUSON K,ENGL,636,4.0,s2023
SIRLIN R,ENGL,638,3.335714286,s2018
COOLEY N,ENGL,639,3.889,f2022
HINTZ C,ENGL,681,4,f2017
MENGISTE M,ENGL,681,3.491666667,f2018
SCHANOES V,ENGL,681,3.873333333,f2020
SCHANOES V,ENGL,681,3.566666667,s2019
SIRLIN R,ENGL,681,3.585714286,s2020
SCHAFFER T,ENGL,701,3.64,f2017
WEINGARTEN K,ENGL,701,3.75,f2018
SCHAFFER T,ENGL,701,3.657894737,f2019
DRURY A,ENGL,701,3.966666667,f2020
SCHAFFER T,ENGL,701,3.823,f2021
MILLER H,ENGL,701,3.54,f2022
ORCHARD W,ENGL,701,3.55,s2019
CURRIE E,ENGL,719,4,f2020
KRUGER S,ENGL,719,3.672727273,s2018
BURGER G,ENGL,719,3.9,s2022
HIZME R,ENGL,720,3.9,s2021
WALKDEN A,ENGL,721,3.730769231,f2017
ALRYYES A,ENGL,722,3.453846154,f2018
ALRYYES A,ENGL,722,3.592307692,f2020
ALRYYES A,ENGL,722,3.427,s2023
DRURY A,ENGL,724,3.8,f2019
DRURY A,ENGL,724,4.0,f2021
FAHERTY D,ENGL,726,3.621428571,f2018
FAHERTY D,ENGL,726,3.8375,f2019
SILYN ROBERTS S,ENGL,726,3.669,f2021
FAHERTY D,ENGL,726,3.945,f2022
FAHERTY D,ENGL,726,3.922,f2023
SILYN ROBERTS S,ENGL,726,3.66,s2021
WEINGARTEN K,ENGL,727,3.98125,f2020
COOLEY N,ENGL,729,3.855555556,f2017
COOLEY N,ENGL,729,3.642857143,f2018
GARDAPHE F,ENGL,729,3.6,f2019
LEGER N,ENGL,729,3.678571429,s2019
MAK C,ENGL,729,3.908,s2023
HONG C,ENGL,733,3.875,f2022
CHU S,ENGL,733,4.0,f2023
FISK G,ENGL,735,4.0,f2023
SCHAFFER T,ENGL,736,3.8,s2018
SCHAFFER T,ENGL,736,3.972727273,s2020
SCHAFFER T,ENGL,736,3.823076923,s2021
FISK G,ENGL,736,3.895,s2022
KEMP S,ENGL,742,3.411,f2022
GRIER M,ENGL,742,3.2,s2019
GRIER M,ENGL,742,3.525,s2020
JACKSON A,ENGL,751,3.627272727,f2018
DENNIS-BENN N,ENGL,751,3.708,f2021
WEIR J,ENGL,751,4.0,f2022
WEIR J,ENGL,751,4.0,f2023
HAHN K,ENGL,753,4.0,f2018
HAHN K,ENGL,753,4,f2019
COOLEY N,ENGL,753,4.0,s2022
ALCALAY A,ENGL,757,4,f2017
HOPPER B,ENGL,757,4,f2019
DOMBEK K,ENGL,757,4.0,s2018
TOUGAW J,ENGL,757,4.0,s2021
SEDARAT R,ENGL,758,4,f2017
COOLEY N,ENGL,758,4.0,f2018
SEDARAT R,ENGL,758,3.923076923,f2019
COOLEY N,ENGL,758,3.975,f2020
COOLEY N,ENGL,758,3.97,f2021
HAHN K,ENGL,758,4.0,f2023
COOLEY N,ENGL,759,4.0,s2018
COOLEY N,ENGL,759,4,s2019
DOMBEK K,ENGL,760,3.91,f2017
WEIR J,ENGL,760,4.0,f2018
COOLEY N,ENGL,760,4,f2019
COOLEY N,ENGL,760,3.93,s2018
HAHN K,ENGL,760,4,s2020
HAHN K,ENGL,760,4.0,s2022
ALCALAY A,ENGL,761,4.0,f2021
TOUGAW J,ENGL,761,4,s2020
HAHN K,ENGL,761,3.981,s2023
FAHERTY D,ENGL,781,3.627272727,f2017
TOUGAW J,ENGL,781,3.891666667,f2017
HINTZ C,ENGL,781,3.918181818,f2018
ORCHARD W,ENGL,781,3.775,f2018
SCHNUR K,ENGL,781,3.666666667,f2018
ORCHARD W,ENGL,781,3.84,f2019
NAVARRO M,ENGL,781,3.616666667,f2019
MILLER H,ENGL,781,3.515384615,f2019
HOPPER B,ENGL,781,3.982352941,f2020
HONG C,ENGL,781,3.95,f2020
PEREZ V,ENGL,781,3.761538462,f2020
GARDAPHE F,ENGL,781,3.6,f2020
FISK G,ENGL,781,3.736,f2021
HOPPER B,ENGL,781,3.706,f2021
CHU S,ENGL,781,4.0,f2022
HAHN K,ENGL,781,4.0,f2023
MOORE C,ENGL,781,3.94,f2023
HONG C,ENGL,781,3.930769231,s2018
SCHANOES V,ENGL,781,3.416666667,s2018
HONG C,ENGL,781,3.9375,s2019
MAK C,ENGL,781,3.7,s2019
MILLER H,ENGL,781,3.31,s2019
HINTZ C,ENGL,781,3.9625,s2020
SILYN ROBERTS S,ENGL,781,3.95,s2020
FISK G,ENGL,781,3.893333333,s2020
MENGISTE M,ENGL,781,4.0,s2021
HONG C,ENGL,781,3.947368421,s2021
MILLER H,ENGL,781,3.875,s2021
CASSVAN J,ENGL,781,3.9,s2022
HONG C,ENGL,781,3.806,s2022
HINTZ C,ENGL,781,4.0,s2023
CASSVAN J,ENGL,781,3.925,s2023
PASLAWSKI M,ENGL,781,3.765,s2023
WAN A,ENGL,793,4.0,f2022
WAN A,ENGL,95,3.011111111,f2017
GOLDHABER S,ENGL,95,2.8375,s2018
GOLDHABER S,ENGL,95,3.145454545,s2021
STEWART G,ENSCI,100,2.645283019,f2017
GORMLEY M,ENSCI,100,#DIV/0!,f2017
GORMLEY M,ENSCI,100,#DIV/0!,f2017
MONTERO MERCEDES A,ENSCI,100,#DIV/0!,f2017
REICHERT R,ENSCI,100,#DIV/0!,f2017
RAMADHIN C,ENSCI,100,#DIV/0!,f2017
MONTERO MERCEDES A,ENSCI,100,#DIV/0!,f2017
BIRD J,ENSCI,100,2.4,f2017
REICHERT R,ENSCI,100,#DIV/0!,f2017
STEWART G,ENSCI,100,2.546808511,f2018
FARRELL E,ENSCI,100,0.0,f2018
REICHERT R,ENSCI,100,0.0,f2018
STOETH A,ENSCI,100,0.0,f2018
REICHERT R,ENSCI,100,0.0,f2018
STOETH A,ENSCI,100,0.0,f2018
FARRELL E,ENSCI,100,0.0,f2018
HELMAN M,ENSCI,100,2.96,f2019
STEWART G,ENSCI,100,2.733980583,f2019
GARRISON E,ENSCI,100,0,f2019
FARRELL E,ENSCI,100,0,f2019
WILLIAMS L,ENSCI,100,0,f2019
WILLIAMS L,ENSCI,100,0,f2019
STOETH A,ENSCI,100,0,f2019
STOETH A,ENSCI,100,0,f2019
HELMAN M,ENSCI,100,0,f2019
O'MULLAN G,ENSCI,100,3.275,f2020
HELMAN M,ENSCI,100,2.9,f2020
STOETH A,ENSCI,100,0,f2020
STOETH A,ENSCI,100,0,f2020
WILLIAMS L,ENSCI,100,0,f2020
GARRISON E,ENSCI,100,0,f2020
GARRISON E,ENSCI,100,0,f2020
HUMPHRIES G,ENSCI,100,0,f2020
HELMAN M,ENSCI,100,0,f2020
STEWART G,ENSCI,100,2.797,f2021
WILLIAMS L,ENSCI,100,2.262,f2021
SMITH A,ENSCI,100,0.0,f2021
WEERASINGHE K,ENSCI,100,0.0,f2021
STOETH A,ENSCI,100,0.0,f2021
SMITH A,ENSCI,100,0.0,f2021
HUMPHRIES G,ENSCI,100,0.0,f2021
HUMPHRIES G,ENSCI,100,0.0,f2021
WILLIAMS L,ENSCI,100,0.0,f2021
O'MULLAN G,ENSCI,100,2.575,f2022
HELMAN M,ENSCI,100,2.515,f2022
SINGER J,ENSCI,100,0.0,f2022
WEERASINGHE K,ENSCI,100,0.0,f2022
CLEMENTS L,ENSCI,100,0.0,f2022
CLEMENTS L,ENSCI,100,0.0,f2022
STOETH A,ENSCI,100,0.0,f2022
WILLIAMS L,ENSCI,100,0.0,f2022
HELMAN M,ENSCI,100,0.0,f2022
WILLIAMS L,ENSCI,100,3.007,f2023
STEWART G,ENSCI,100,2.743,f2023
HUMPHRIES G,ENSCI,100,0.0,f2023
HUMPHRIES G,ENSCI,100,0.0,f2023
FELTZ A,ENSCI,100,0.0,f2023
STOETH A,ENSCI,100,0.0,f2023
FELTZ A,ENSCI,100,0.0,f2023
WEERASINGHE K,ENSCI,100,0.0,f2023
WILLIAMS L,ENSCI,100,0.0,f2023
BIRD J,ENSCI,100,2.871764706,s2018
HENDREY G,ENSCI,100,2.871764706,s2018
MONTERO MERCEDES A,ENSCI,100,0.0,s2018
MONTERO MERCEDES A,ENSCI,100,0.0,s2018
REICHERT R,ENSCI,100,0.0,s2018
0,ENSCI,100,0.0,s2018
REICHERT R,ENSCI,100,0.0,s2018
BIRD J,ENSCI,100,2.572289157,s2019
REICHERT R,ENSCI,100,0,s2019
REICHERT R,ENSCI,100,0,s2019
STOETH A,ENSCI,100,0,s2019
STOETH A,ENSCI,100,0,s2019
REICHERT R,ENSCI,100,0,s2019
BIRD J,ENSCI,100,2.7,s2020
STOETH A,ENSCI,100,0,s2020
GARRISON E,ENSCI,100,0,s2020
GARRISON E,ENSCI,100,0,s2020
WILLIAMS L,ENSCI,100,0,s2020
WILLIAMS L,ENSCI,100,0,s2020
STOETH A,ENSCI,100,0,s2020
WILLIAMS L,ENSCI,100,2.95,s2021
BIRD J,ENSCI,100,2.522321429,s2021
STOETH A,ENSCI,100,0.0,s2021
GARRISON E,ENSCI,100,0.0,s2021
HUMPHRIES G,ENSCI,100,0.0,s2021
STOETH A,ENSCI,100,0.0,s2021
GARRISON E,ENSCI,100,0.0,s2021
HUMPHRIES G,ENSCI,100,0.0,s2021
WILLIAMS L,ENSCI,100,0.0,s2021
O'MULLAN G,ENSCI,100,2.412,s2022
SMITH A,ENSCI,100,0.0,s2022
HUMPHRIES G,ENSCI,100,0.0,s2022
WEERASINGHE K,ENSCI,100,0.0,s2022
STOETH A,ENSCI,100,0.0,s2022
SMITH A,ENSCI,100,0.0,s2022
WILLIAMS L,ENSCI,100,0.0,s2022
WILLIAMS L,ENSCI,100,2.5,s2023
STEWART G,ENSCI,100,2.433,s2023
HUMPHRIES G,ENSCI,100,0.0,s2023
SINGER J,ENSCI,100,0.0,s2023
STOETH A,ENSCI,100,0.0,s2023
CLEMENTS L,ENSCI,100,0.0,s2023
WEERASINGHE K,ENSCI,100,0.0,s2023
WILLIAMS L,ENSCI,100,0.0,s2023
WILLIAMS L,ENSCI,100,0.0,s2023
YI C,ENSCI,112,3.019148936,f2017
BLANFORD W,ENSCI,112,2.773913043,f2018
BLANFORD W,ENSCI,112,3.07173913,f2019
HENDREY G,ENSCI,112,1.88627451,f2019
HENDREY G,ENSCI,112,3.579120879,f2020
BLANFORD W,ENSCI,112,2.81,f2021
BLANFORD W,ENSCI,112,2.568,f2022
BLANFORD W,ENSCI,112,2.842,f2023
BLANFORD W,ENSCI,112,2.761538462,s2018
SCHMIDT P,ENSCI,112,2.641666667,s2018
BLANFORD W,ENSCI,112,3.316666667,s2019
SCHMIDT P,ENSCI,112,2.95,s2019
BLANFORD W,ENSCI,112,2.944230769,s2019
BLANFORD W,ENSCI,112,3.1875,s2020
SCHMIDT P,ENSCI,112,3.11,s2020
HENDREY G,ENSCI,112,2.788461538,s2020
YI C,ENSCI,112,3.273529412,s2021
BLANFORD W,ENSCI,112,2.849230769,s2021
SCHMIDT P,ENSCI,112,3.31,s2022
HENDREY G,ENSCI,112,3.005,s2022
BLANFORD W,ENSCI,112,2.611,s2022
SCHMIDT P,ENSCI,112,3.206,s2023
BLANFORD W,ENSCI,112,2.803,s2023
BLANFORD W,ENSCI,112,2.774,s2023
BIRD J,ENSCI,200,2.304166667,f2018
BIRD J,ENSCI,200,1.447368421,f2019
BIRD J,ENSCI,200,2.4,f2020
BIRD J,ENSCI,200,2.761,f2021
BIRD J,ENSCI,200,3.363,f2022
BRACCO J,ENSCI,200,3.4,f2023
HENDREY G,ENSCI,200,2.596428571,s2018
HENDREY G,ENSCI,200,3.308333333,s2019
BRACCO J,ENSCI,200,3.646153846,s2020
BRACCO J,ENSCI,200,3.221,s2022
O'MULLAN G,ENSCI,203,2.881818182,f2019
O'MULLAN G,ENSCI,203,3.37,s2021
HENDREY G,ENSCI,373W,2.792307692,f2017
HENDREY G,ENSCI,373W,3.358333333,f2018
O'MULLAN G,ENSCI,373W,3.49,f2019
O'MULLAN G,ENSCI,373W,3.452380952,f2020
O'MULLAN G,ENSCI,373W,3.364,f2021
O'MULLAN G,ENSCI,373W,3.522,f2022
O'MULLAN G,ENSCI,373W,3.49,f2023
YI C,ENSCI,377,3.588888889,f2020
YI C,ENSCI,377,3.74,s2019
YI C,ENSCI,377,3.5,s2022
BALCI P,ENSCI,383,2.853846154,f2020
GREENFIELD D,ENSCI,383,3.308,f2022
GOLD H,ENSCI,383,2.921,f2022
HELMAN M,ENSCI,383,4,s2020
RAJASEKHAR K,ENSCI,383,3.3,s2020
BALCI P,ENSCI,383,3.425,s2022
MORABIA A,ENSCI,383,3.183,s2022
FOGARTY E,ENSCI,383,3.518,s2023
BALCI P,ENSCI,383,3.362,s2023
SOULE D,ENSCI,99,3.341237113,f2017
FARRELL E,ENSCI,99,#DIV/0!,f2017
SINGH V,ENSCI,99,#DIV/0!,f2017
CIAVARELLA P,ENSCI,99,#DIV/0!,f2017
DEAS A,ENSCI,99,#DIV/0!,f2017
CIAVARELLA P,ENSCI,99,#DIV/0!,f2017
SINGH V,ENSCI,99,#DIV/0!,f2017
RAMADHIN C,ENSCI,99,3.156,f2017
FARRELL E,ENSCI,99,#DIV/0!,f2017
SINGH V,ENSCI,99,#DIV/0!,f2017
CHANG M,ENSCI,99,#DIV/0!,f2017
RAMADHIN C,ENSCI,99,3.251648352,f2017
FARRELL E,ENSCI,99,#DIV/0!,f2017
MARTIN M,ENSCI,99,#DIV/0!,f2017
PACCADOLMI A,ENSCI,99,#DIV/0!,f2017
PACCADOLMI A,ENSCI,99,#DIV/0!,f2017
DEAS A,ENSCI,99,#DIV/0!,f2017
RAMADHIN C,ENSCI,99,3.0625,f2017
PACCADOLMI A,ENSCI,99,#DIV/0!,f2017
MARTIN M,ENSCI,99,#DIV/0!,f2017
FARRELL E,ENSCI,99,3.442708333,f2018
SOULE D,ENSCI,99,3.388554217,f2018
HELMAN M,ENSCI,99,2.967391304,f2018
SINGH V,ENSCI,99,0.0,f2018
MARTIN M,ENSCI,99,0.0,f2018
FANG W,ENSCI,99,0.0,f2018
SINGH V,ENSCI,99,0.0,f2018
